Date,Total,Male,Female
"24 Jun",1354,52,48
"5 Jul",1542,51,49
"16 Jul",1678,52,48
"3 Aug",1835,53,47
"18 Aug",1940,53,47
"31 Aug",1969,53,47
"15 Sep",2110,54,46
"29 Sep",2222,53.78,46.22
"25 Oct",2343,53.48,46.52
"11 Nov",2385,53.46,46.54
"23 Nov",2406,53.57,46.43
