Date,Total,Male,Female
"20 Mar",827,55,45
"30 Mar",1559,58,42
"1 Apr",1772,59,41
"4 Apr",3404,60,40
"11 Apr",6991,59,41
"18 Apr",10432,59,41
"26 Apr",13084,57,43
"3 May",14713,56,44
"7 May",15329,55,45
"18 May",15758,55,45
"26 May",16019,55,45
"3 Jun",16335,55,45
"7 Jun",16584,55,45
"21 Jun",17256,55,45
"22 Jun",17301,55,45
