Date,Total,Male,Female
"12 May",16526,55,45
"19 May",16633,55,45
"26 May",16700,55,45
"9 Jun",17863,55,45
"23 Jun",15860,54,46
"7 Jul",30354,54,46
"21 Jul",51588,53,47
"4 Aug",73784,52,48
"1 Sep",115325,51,49
"15 Sep",159952,52,48
"30 Sep",236877,52.34,47.66
"13 Oct",292736,52.49,47.51
"27 Oct",307944,52.34,47.66
"11 Nov",317079,52.22,47.78
"26 Nov",328483,52.01,47.99
