Date,Total,Male,Female
"8 Jun",1299,48,52
"22 Jun",2047,47,53
"6 Jul",2964,47,53
"20 Jul",4171,47,53
"3 Aug",5620,47,53
"1 Sep",9513,48,52
"14 Sep",11520,48,52
"29 Sep",13518,48,52
"13 Oct",15752,48,52
"27 Oct",19729,48,52
"10 Nov",25294,48,52
"23 Nov",33556,48,52
