Date,Total,Male,Female
"30 May",1320488,49,51
"3 Aug",3404410,48,52
"1 Sep",4418258,48,52
"16 Sep",4743004,48,52
"29 Sep",5249876,48.29,51.71
"12 Oct",5706415,48.3,51.7
"27 Oct",6663768,48.14,51.86
"10 Nov",7493387,48.09,51.91
"25 Nov",9212654,47.97,52.03
