Date,Total,Male,Female
"21 Apr",3382,68,32
"28 Apr",6462,68,32
"5 May",10929,68,32
"13 May",17822,68,32
"19 May",25121,68,32
"3 Jun",55140,71,29
"9 Jun",71675,71,29
"22 Jun",115786,71,29
"7 Jul",165618,71,29
"20 Jul",207453,71,29
"3 Aug",242102,71,29
"17 Aug",279144,71,29
"14 Sep",339332,71,29
"28 Sep",360555,71,29
"12 Oct",379738,71,29
"25 Oct",398815,71,29
"10 Nov",421921,71,29
"23 Nov",449760,71,29
