Date,Total,Male,Female
"26 May",1711,71,29
"2 Jun",2089,73,27
"9 Jun",2397,72,28
"23 Jun",2812,73,27
"7 Jul",3006,73,27
"21 Jul",3130,73,27
"4 Aug",3220,74,26
"1 Sep",3310,74,26
"15 Sep",3389,74,26
"22 Sep",3588,73,27
"24 Nov",4445,74,26
