Date,Total,Male,Female
"7 Apr",4004,72,28
"22 Apr",9749,77,23
"29 Apr",14885,79,21
"6 May",22545,78,22
"12 May",34336,77.5,22.5
"20 May",45889,78,22
"27 May",59139,78,22
"2 Jun",76405,74,26
"9 Jun",108350,74,26
"22 Jun",185034,74,26
"7 Jul",234509,74,26
"21 Jul",266096,74,26
"4 Aug",280461,74,26
"18 Aug",289832,74,26
