Date,Total,Male,Female
"13 Apr",3286,55,45
"19 Apr",4964,54,46
"26 Apr",6293,54,46
"3 May",8235,54,46
"10 May",10634,54,46
"17 May",12725,54,46
"25 May",15264,54,46
"31 May",17572,55,45
"7 Jun",20126,54,46
"21 Jun",27370,54,46
"7 Jul",39588,54,46
"19 Jul",53956,53,47
"2 Aug",73117,52,48
"28 Aug",93732,51,49
