Date,Total,Male,Female
"21 Apr",2811,58,42
"29 Apr",3848,43,57
"6 May",4838,56,44
"12 May",5891,56,44
"19 May",7377,56,44
"1 Jun",9513,55,45
"8 Jun",10265,54,46
"22 Jun",11920,55,45
"6 Jul",16404,54,46
"20 Jul",23691,54,46
"3 Aug",31972,54,46
"31 Aug",44136,54,46
"12 Sep",48007,54,46
"29 Sep",50579,54.22,45.78
"13 Oct",53225,53.93,46.07
"27 Oct",53399,53.88,46.12
"12 Nov",55630,53.8,46.2
