Date,Total,Male,Female
"15 Jul",78,65,35
"3 Aug",498,61,39
"14 Aug",1845,59,41
"30 Aug",3002,58,42
"11 Sep",3378,58,42
"27 Sep",3552,58.64,41.36
"11 Oct",3605,58.78,41.22
"23 Oct",3632,58.76,41.24
"8 Nov",3669,58.68,41.32
"20 Nov",3692,58.75,41.25
