Date,Total,Male,Female
"30 Mar",1874,43,57
"31 Mar",2155,43,57
"3 Apr",3056,43,57
"26 Apr",11313,45,55
"3 May",13552,44,56
"10 May",15500,44,56
"17 May",16911,45,55
"24 May",16911,45,55
"31 May",19378,44,56
"7 Jun",20579,44,56
"14 Jun",22160,45,55
"5 Jul",29224,45,55
"19 Jul",36691,45,55
"2 Aug",52111,46,54
"1 Sep",87540,46,54
"13 Sep",104187,46,54
"27 Sep",123944,46.46,53.54
"11 Oct",157352,46.49,53.51
"25 Oct",212492,46.47,53.53
"8 Nov",306991,45.8,54.2
"22 Nov",422852,45.63,54.37
