Date,Total,Male,Female
"26 May",3954,60,40
"1 Jun",5336,60,40
"8 Jun",7502,61,39
"22 Jun",13769,61,39
"5 Jul",23972,63,37
"19 Jul",37803,62,38
"3 Aug",50741,61,39
"31 Aug",72115,60,40
"16 Sep",81570,59,41
"4 Oct",92088,58.74,41.26
"12 Oct",95732,58.51,41.49
"27 Oct",104226,58.06,41.94
"9 Nov",110035,57.73,42.27
"22 Nov",116628,57.38,42.62
