Date,Total,Male,Female
"8 Jun",1145,69,31
"6 Jul",2456,73,27
"20 Jul",3748,67,33
"3 Aug",5724,63,37
"31 Aug",17105,57,43
"14 Sep",27818,55,45
"28 Sep",38684,53.52,46.48
"12 Oct",49675,52.27,47.73
"26 Oct",59594,51.49,48.51
"9 Nov",67589,50.81,49.19
"23 Nov",76476,50.27,49.73
