Date,Total,Male,Female
"22 Mar",274,62,38
"19 Apr",3142,45,55
"3 May",7145,42,58
"18 May",16244,42,58
"25 May",23409,42,58
"2 Jun",35541,43,57
"9 Jun",52601,43,57
"23 Jun",105308,43,57
"1 Jul",158234,43,57
"21 Jul",379411,42,58
"3 Aug",513208,42,58
"1 Sep",622854,42,58
"15 Sep",645917,42,58
"29 Sep",666764,41.7,58.3
"11 Oct",687475,41.73,58.27
"25 Oct",705655,41.77,58.23
"8 Nov",732284,41.81,58.19
"24 Nov",768834,41.84,58.16
