Date,Total,Male,Female
"23 Jun",1178,54,46
"7 Jul",1300,54,46
"21 Jul",2019,51,49
"4 Aug",3670,50,50
"1 Sep",4724,50,50
"16 Sep",4985,50,50
"29 Sep",5080,49.55,50.45
"13 Oct",5202,49.71,50.29
"28 Oct",5311,49.73,50.27
"11 Nov",5408,49.7,50.3
"22 Nov",5629,49.9,50.1
