Date,Total,Male,Female
"6 May",2127,46,54
"12 May",2693,43,57
"19 May",3518,43,57
"22 May",4403,43,57
"29 May",4989,46,54
"9 Jun",8191,46,54
"21 Jun",13207,46,54
"3 Jul",19267,46,54
"20 Jul",27890,46,54
"26 Jul",30858,46,54
"1 Sep",35844,46,54
"15 Sep",37329,46,54
"29 Sep",38777,46,54
"13 Oct",40119,46,54
"26 Oct",48221,46,54
"9 Nov",62383,46,54
"12 Nov",70216,46,54
