Date,Total,Male,Female
"14 Apr",5399,58,42
"21 Apr",9498,58,42
"27 Apr",15529,58,42
"4 May",24905,58,42
"11 May",36327,58,42
"18 May",51633,58,42
"25 May",71105,57,43
"1 Jun",93435,56,44
"8 Jun",120102,56,44
"22 Jun",185122,55,45
"6 Jul",261750,54,46
"20 Jul",349396,54,46
"4 Aug",449961,53,47
"31 Aug",599465,52,48
"14 Sep",671716,52,48
"28 Sep",733717,51.95,48.05
"14 Oct",829396,52,48
"27 Oct",895326,51.37,48.63
"9 Nov",972785,51.18,48.82
"22 Nov",1041875,51.04,48.96
