Date,Total,Male,Female
"10 Jun",2211,51,49
"24 Jun",2319,51,49
"5 Jul",2380,52,48
"21 Jul",2449,51,49
"3 Aug",2701,51,49
"30 Aug",4032,51,49
"14 Sep",4803,50,50
"27 Sep",5483,51.18,48.82
"12 Oct",6017,51.62,48.38
"27 Oct",6595,53.15,46.85
"9 Nov",7392,53.88,46.12
"22 Nov",7879,54.11,45.89
