Date,Total,Male,Female
"5 May",2950,69,31
"12 May",4787,69,31
"18 May",6175,69,31
"25 May",8068,68,32
"1 Jun",10578,67,33
"9 Jun",13464,68,32
"23 Jun",21371,67,33
"16 Jul",34854,65,35
"4 Aug",44433,65,35
"17 Aug",49485,64,36
"30 Aug",53865,64,36
"13 Sep",56256,63,37
"28 Sep",58460,63.62,36.38
"12 Oct",60430,63.6,36.4
"17 Oct",61307,63.57,36.43
"8 Nov",60311,63.2,36.8
"15 Nov",63928,63.34,36.66
