Date,Total,Male,Female
"26 May",1211,54,46
"1 Jun",1662,54,46
"8 Jun",2473,55,45
"22 Jun",4048,56,44
"6 Jul",7411,57,43
"20 Jul",12334,58,42
"3 Aug",20206,60,40
"31 Aug",45868,58,42
"14 Sep",61569,57,43
"28 Sep",73528,57.07,42.93
"12 Oct",83756,56.66,43.34
"26 Oct",90047,56.42,43.58
"9 Nov",95149,56.2,43.8
"23 Nov",99835,56.1,43.9
