Date,Total,Male,Female
"22 Apr",418,49,51
"1 Sep",488,51,49
"28 Sep",513,51.66,48.34
"13 Oct",530,52.08,47.92
"26 Oct",550,52.18,47.82
"9 Nov",578,51.38,48.62
"24 Nov",618,49.84,50.16
