Date,Total,Male,Female
"22 Jul",287,70,30
"4 Aug",293,70,30
"31 Aug",301,70,30
"17 Sep",311,68,32
"28 Sep",313,68.37,31.63
"13 Oct",320,68.13,31.88
"29 Oct",340,68.82,31.18
"10 Nov",374,70.05,29.95
