Date,Total,Male,Female
"23 Jun",798,77,23
"6 Jul",1172,78,22
"16 Jul",1473,80,20
"2 Aug",2062,75,25
"16 Aug",2453,72,28
"30 Aug",4063,65,35
"14 Sep",4564,64,36
"28 Sep",4832,64.28,35.72
"13 Oct",4904,64.5,35.5
"25 Oct",5066,64.63,35.37
"11 Nov",5312,65.06,34.94
"22 Nov",5665,66.11,33.89
