Date,Total,Male,Female
"23 Jun",990,50,50
"7 Jul",1005,51,49
"21 Jul",1038,51,49
"4 Aug",1155,52,48
"1 Sep",1488,51,49
"15 Sep",1534,52,48
"29 Sep",1713,52.1,47.9
"13 Oct",2047,53,47
"26 Oct",3636,53.1,46.9
"10 Nov",6098,52.9,47.1
"22 Nov",8685,51.3,48.7
