Date,Total,Male,Female
"23 Jun",25987,73,27
"7 Jul",30976,72,28
"20 Jul",32980,71,29
"4 Aug",34259,71,29
"18 Aug",35537,71,29
"1 Sep",36332,70,30
"15 Sep",37931,70,30
"29 Sep",38374,70.13,29.87
"13 Oct",39093,69.75,30.25
"27 Oct",40444,69.43,30.57
"10 Nov",41383,69.3,30.7
"24 Nov",43352,68.88,31.12
