Date,Total,Male,Female
"14 Apr",2277,53,47
"20 Apr",3031,51,49
"27 Apr",3892,50,50
"4 May",4783,50,50
"11 May",6034,50,50
"18 May",8068,51,49
"26 May",12628,51,49
"1 Jun",16851,51,49
"8 Jun",22794,50.5,49.5
"22 Jun",42785,51,49
"7 Jul",83093,51,49
"20 Jul",130266,51,49
"4 Aug",212769,51,49
"2 Sep",437691,51,49
"18 Sep",599796,51,49
"28 Sep",720930,50.8,49.2
"14 Oct",928391,50.64,49.36
"26 Oct",1099354,50.52,49.48
"11 Nov",1281264,50.31,49.69
"26 Nov",1395955,49.77,50.23
