Date,Total,Male,Female
"8 Jun",1850,75,25
"21 Jun",2963,74,26
"5 Jul",4033,73,27
"19 Jul",4548,73,27
"2 Aug",4614,73,27
"30 Aug",4711,73,27
"14 Sep",4772,73,27
"29 Sep",4806,73.37,26.63
"7 Oct",4854,73.49,26.51
