Date,Total,Male,Female
"29 Sep",348198,59.72,40.28
"14 Oct",413215,58.03,41.97
"28 Oct",445452,57.41,42.59
"10 Nov",473837,57.06,42.94
"24 Nov",533555,56.62,43.38
