Date,Total,Male,Female
"28 Sep",10557,53.16,46.84
"13 Oct",13422,52.41,47.59
"27 Oct",16317,52.1,47.9
"9 Nov",22557,51.24,48.76
"23 Nov",30567,50.54,49.46
