Date,Total,Male,Female
"6 Jul",917,67,33
"20 Jul",1108,66,34
"4 Aug",1216,65,35
"17 Aug",1282,66,34
"31 Aug",1305,65,35
"14 Sep",1327,65,35
"28 Sep",1343,65.3,34.7
"12 Oct",1371,65,35
"26 Oct",1419,65.12,34.88
"8 Nov",1452,64.81,35.19
"19 Nov",1551,64.93,35.07
