Date,Total,Male,Female
"21 Jul",809,44,56
"28 Jul",855,43,57
"1 Sep",2453,45,55
"15 Sep",4029,45,55
"28 Sep",6143,45.78,54.22
"13 Oct",7786,45.11,54.89
"27 Oct",8652,44.82,55.18
"10 Nov",9573,45.28,54.72
"24 Nov",10418,45.42,54.58
