Date,Total,Male,Female
"4 Jun",1687,41,59
"9 Jun",1727,42,58
"23 Jun",1803,42,58
"7 Jul",1844,42,58
"22 Jul",1951,43,57
"4 Aug",2137,44,56
"1 Sep",2927,46,54
"15 Sep",3397,46,54
"29 Sep",4577,45.31,54.69
"13 Oct",6365,44.49,55.51
"27 Oct",11357,44.53,55.47
"10 Nov",24542,43.86,56.14
"24 Nov",49241,43.05,56.95
