Date,Total,Male,Female
"31 May",2226,59,41
"7 Jun",3662,59,41
"21 Jun",5211,60,40
"5 Jul",6371,59,41
"19 Jul",7100,59,41
"2 Aug",7511,59,41
"30 Aug",8230,58,42
"15 Sep",8556,58,42
"27 Sep",8740,58,42
"9 Oct",8882,57.9,42.1
"25 Oct",9046,57.9,42.1
"9 Nov",9142,57.96,42.04
"22 Nov",9248,57.9,42.1
