Date,Total,Male,Female
"28 Aug",5515,69,31
"14 Sep",5687,68,32
"28 Sep",5762,68.29,31.71
"13 Oct",5819,68.38,31.62
"25 Oct",5882,68.31,31.69
"4 Nov",5926,68.33,31.67
"16 Nov",5963,68.29,31.71
