Date,Total,Male,Female
"26 May",1457,85,15
"2 Jun",1841,86,14
"9 Jun",1942,85,15
"23 Jun",2206,85,15
"7 Jul",2482,84,16
"19 Jul",2953,80,20
"4 Aug",4279,77,23
"17 Aug",5894,74,26
"31 Aug",7784,71,29
"14 Sep",9223,70,30
"28 Sep",10137,69.6,30.4
"13 Oct",10874,69.42,30.58
"26 Oct",11512,69.28,30.72
"9 Nov",11989,69.23,30.77
"24 Nov",12738,69.48,30.52
