Date,Total,Male,Female
"1 Sep",4103,58,42
"16 Sep",4143,58,42
"25 Sep",4540,58.99,41.01
"12 Oct",4578,59,41
"25 Oct",4595,59.06,40.94
"3 Nov",4604,59.08,40.92
"17 Nov",4633,59.14,40.86
