Date,Total,Male,Female
"7 Apr",2954,59,41
"14 Apr",10303,63,37
"20 Apr",16325,62,38
"26 Apr",28699,62,38
"4 May",47372,62,38
"11 May",68822,60,40
"18 May",94933,60,40
"25 May",123979,58,42
"1 Jun",170039,61,39
"8 Jun",199696,59,41
"22 Jun",257447,58,42
"6 Jul",305703,57,43
"20 Jul",357681,57,43
"4 Aug",439891,56,44
"12 Oct",853974,52.7,47.3
"29 Oct",890574,52.35,47.65
"12 Nov",923527,52.11,47.89
"27 Nov",952439,51.91,48.09
