Date,Total,Male,Female
"12 May",1664,52,48
"27 May",1941,49,51
"9 Jun",3152,49,51
"24 Jun",3363,49,51
"7 Jul",5106,49,51
"20 Jul",9224,51,49
"4 Aug",10601,50,50
"31 Aug",13700,50,50
"14 Sep",14300,51,49
"28 Sep",16800,50.8,49.2
"13 Oct",18800,51.04,48.96
"27 Oct",27199,51.04,48.96
"9 Nov",41222,51.23,48.77
"26 Nov",58608,51.36,48.64
