Date,Total,Male,Female
"6 Jul",872,74,26
"18 Jul",889,74,26
"2 Aug",936,76,24
"13 Aug",951,76,24
"27 Aug",1008,75,25
"7 Sep",1040,75,25
"24 Oct",1184,71.88,28.13
"7 Nov",1296,71.22,28.78
"20 Nov",1367,70.96,29.04
