Date,Total,Male,Female
"29 Mar",1150,56,44
"6 Apr",1755,55,45
"11 Apr",2002,57,43
"20 Apr",2174,56,44
"27 Apr",2324,55,45
"4 May",2421,55,45
"12 May",2536,56,44
"19 May",2632,55,45
"25 May",2685,55,45
"2 Jun",2726,55,45
"9 Jun",2856,55,45
"23 Jun",3085,55,45
"7 Jul",3331,54,46
"20 Jul",3744,54,46
"3 Aug",4439,54,46
"1 Sep",9940,56,44
"14 Sep",13659,59,41
"28 Sep",16616,55.75,44.25
"12 Oct",21310,55.56,44.44
"26 Oct",29664,55.27,44.73
"9 Nov",55280,54.05,45.95
"24 Nov",90822,53.14,46.86
