Date,Total,Male,Female
"2 Apr",1615,51,49
"7 Apr",2308,50,50
"14 Apr",3161,49,51
"17 Apr",3489,48,52
"21 Apr",4014,48,52
"28 Apr",4740,48,52
"5 May",5573,49,51
"12 May",6054,49,51
"19 May",6399,49,51
"26 May",6628,49,51
"2 Jun",6887,49,51
"9 Jun",7025,49,51
"23 Jun",7167,50,50
"6 Jul",7262,50,50
"20 Jul",7351,50,50
"2 Aug",7466,50,50
"17 Aug",7776,50,50
"31 Aug",8086,49,51
