Date,Total,Male,Female
"14 Apr",3574,62,38
"20 Apr",4658,62,38
"27 Apr",6021,62,38
"4 May",7387,60,40
"11 May",8616,59,41
"18 May",9726,58,42
"25 May",11183,59,41
"1 Jun",13463,59,41
"5 Jun",15463,59,41
"8 Jun",16854,58,42
"22 Jun",26752,57,43
"6 Jul",38149,56,44
"22 Jul",55153,55,45
"4 Aug",68456,55,45
"14 Aug",79402,54,46
