Date,Total,Male,Female
"21 Jun",919,64,36
"25 Jun",934,64,36
"30 Jun",980,65,35
"20 Jul",1066,64,36
"1 Aug",1153,65,35
"17 Aug",1280,65,35
"25 Aug",1352,66,34
"9 Sep",1486,66,34
"26 Sep",2028,66.42,33.58
"11 Oct",2305,66.33,33.67
"20 Oct",2421,66.17,33.83
"8 Nov",2582,65.76,34.24
"22 Nov",2733,65.79,34.21
